day,class_label,user_is_candidate,DS_GENERO,DS_COR_RACA,DS_CARGO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,id
2022-09-16,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),7
2022-09-16,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),110
2022-09-16,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),44
2022-09-16,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),93
2022-09-16,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),130
2022-09-16,False,False,MASCULINO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-16,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),25
2022-09-16,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),4
2022-09-16,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-09-16,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),34
2022-09-16,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),12
2022-09-16,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),6
2022-09-16,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-16,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-09-16,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),7
2022-09-16,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),15
2022-09-16,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),9
2022-09-16,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),6
2022-09-16,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),10
2022-09-16,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),6
2022-09-16,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-16,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR INCOMPLETO,CASADO(A),4
2022-09-16,False,True,MASCULINO,PARDA,DEPUTADO FEDERAL,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),1
2022-09-16,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),9
2022-09-16,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),42
2022-09-16,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),42
2022-09-16,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-16,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),24
2022-09-16,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-09-16,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),23
2022-09-16,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),35
2022-09-16,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),2
2022-09-16,True,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),4
2022-09-16,True,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-16,True,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),2
2022-09-16,True,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),4
2022-09-17,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),76
2022-09-17,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-09-17,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),160
2022-09-17,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),68
2022-09-17,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-17,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),59
2022-09-17,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),30
2022-09-17,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),51
2022-09-17,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),53
2022-09-17,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),19
2022-09-17,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),5
2022-09-17,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),38
2022-09-17,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),7
2022-09-17,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),4
2022-09-17,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),2
2022-09-17,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),10
2022-09-17,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),17
2022-09-17,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),9
2022-09-17,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),6
2022-09-17,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),8
2022-09-17,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),6
2022-09-17,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-17,False,True,MASCULINO,PARDA,DEPUTADO FEDERAL,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),1
2022-09-17,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),3
2022-09-17,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),31
2022-09-17,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),16
2022-09-17,True,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-17,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),19
2022-09-17,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-17,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),19
2022-09-17,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),36
2022-09-17,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),3
2022-09-17,True,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-09-17,True,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),1
2022-09-18,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),48
2022-09-18,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-18,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),82
2022-09-18,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),23
2022-09-18,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),5
2022-09-18,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),52
2022-09-18,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),48
2022-09-18,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),62
2022-09-18,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),128
2022-09-18,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),27
2022-09-18,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),5
2022-09-18,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-18,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),21
2022-09-18,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-09-18,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),9
2022-09-18,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-18,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),15
2022-09-18,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),14
2022-09-18,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),18
2022-09-18,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),2
2022-09-18,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),10
2022-09-18,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-09-18,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-18,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),5
2022-09-18,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),16
2022-09-18,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-18,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),11
2022-09-18,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),10
2022-09-18,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),12
2022-09-18,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),29
2022-09-18,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-19,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),295
2022-09-19,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),2
2022-09-19,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-09-19,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),196
2022-09-19,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),20
2022-09-19,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),4
2022-09-19,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-19,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),67
2022-09-19,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),56
2022-09-19,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),11
2022-09-19,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),186
2022-09-19,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),56
2022-09-19,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),4
2022-09-19,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-09-19,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),22
2022-09-19,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-19,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-09-19,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),2
2022-09-19,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-19,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),5
2022-09-19,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),20
2022-09-19,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-09-19,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),8
2022-09-19,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),4
2022-09-19,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),7
2022-09-19,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR INCOMPLETO,CASADO(A),2
2022-09-19,False,True,MASCULINO,PARDA,DEPUTADO FEDERAL,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),1
2022-09-19,False,True,MASCULINO,PARDA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-19,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),21
2022-09-19,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),44
2022-09-19,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-09-19,True,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-19,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-19,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),13
2022-09-19,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),4
2022-09-19,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),5
2022-09-19,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),90
2022-09-19,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-19,True,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-19,True,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-09-20,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),102
2022-09-20,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-20,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),836
2022-09-20,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),207
2022-09-20,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-20,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),4
2022-09-20,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),57
2022-09-20,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),95
2022-09-20,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),30
2022-09-20,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),225
2022-09-20,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),32
2022-09-20,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),5
2022-09-20,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-09-20,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),28
2022-09-20,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),16
2022-09-20,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-09-20,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-09-20,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),3
2022-09-20,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),12
2022-09-20,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),16
2022-09-20,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),1
2022-09-20,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),7
2022-09-20,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),4
2022-09-20,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),10
2022-09-20,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR INCOMPLETO,CASADO(A),6
2022-09-20,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),7
2022-09-20,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),216
2022-09-20,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),39
2022-09-20,True,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-20,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),6
2022-09-20,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),28
2022-09-20,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),4
2022-09-20,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),43
2022-09-20,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-20,True,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),11
2022-09-20,True,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-20,True,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-20,True,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-20,True,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),1
2022-09-20,True,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-21,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),440
2022-09-21,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-21,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),676
2022-09-21,False,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),49
2022-09-21,False,False,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),2
2022-09-21,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),4
2022-09-21,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),112
2022-09-21,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),80
2022-09-21,False,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),19
2022-09-21,False,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),254
2022-09-21,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),73
2022-09-21,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),8
2022-09-21,False,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-09-21,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),24
2022-09-21,False,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),5
2022-09-21,False,True,FEMININO,INDÍGENA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),6
2022-09-21,False,True,FEMININO,PRETA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),9
2022-09-21,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),7
2022-09-21,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),17
2022-09-21,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),3
2022-09-21,False,True,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),2
2022-09-21,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),19
2022-09-21,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,DIVORCIADO(A),2
2022-09-21,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),4
2022-09-21,False,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR INCOMPLETO,CASADO(A),3
2022-09-21,True,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),4
2022-09-21,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),129
2022-09-21,True,False,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),7
2022-09-21,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,DIVORCIADO(A),25
2022-09-21,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),50
2022-09-21,True,False,MASCULINO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR INCOMPLETO,DIVORCIADO(A),3
2022-09-21,True,False,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),54
2022-09-21,True,True,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),1
2022-09-21,True,True,FEMININO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),2
2022-09-21,True,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,CASADO(A),3
2022-09-21,True,True,MASCULINO,BRANCA,DEPUTADO FEDERAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
2022-09-22,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,CASADO(A),203
2022-09-22,False,False,FEMININO,BRANCA,DEPUTADO ESTADUAL,SUPERIOR COMPLETO,SOLTEIRO(A),1
